Admission No,Student Name,Mobile No,Course,Subject,Admission Date,Father Name,Mother Name,Father Occupation,DOB,Gender,Category,Subcast,Permanent Address,Present Address,District,State,Domicile,Email,Aadhaar No,Subject 4,Subject 5,Subject 6,Last Exam,Last Exam Year,Last Subject,Last Roll No,Last Enroll No,Board,Total Marks,Obtain Marks,Division,Percentage,Remark
277/22069,VARSHA SACHAR,7781741995,M.Sc. (Mathematics - Final),MATHEMATICS,08-01-2026,EKAVIR GREWAL,LIBNI BARMAN,DOCTOR,31-08-2001,Female,GEN,,"952, NAYAR MARG, KARAIKUDI 306637","H.NO. 440, TANDON ZILA, NAGPUR-364986",BILASPUR,C.G.,NO,charles58@example.com,966563961966,,,,GRADUATION,2020,SCIENCE,00323712,579695884,CBSE,500,368,FIRST,73.6,
118/20075,ANMOL SHAN,3191497548,BCA (Bachelor of Computer Applications),COMPUTER,05-02-2026,AADI DEVAN,KASHISH MAND,TEACHER,02-12-2004,Male,SC,,"H.NO. 658, KAPOOR MARG, SALEM-371809","304, CHADA ZILA, NOIDA-398599",DHAMTARI,C.G.,NO,barkhakumer@example.org,850329533681,,,,12TH,2022,ARTS,42913872,850794194,HEMCHAND YADAV UNIVERSITY,500,379,FIRST,75.8,
547/84860,ANYA TRIPATHI,9667184763,B.Sc. IT (Information Technology),COMPUTER,10-01-2026,FINN VALA,LOPA KAKAR,ARMY PERSONNEL,07-07-2001,Female,ST,,"H.NO. 487, DEO CIRCLE, BHALSWA JAHANGIR PUR-457057","10/990, KALE CIRCLE, NAVI MUMBAI-082905",JASHPUR,C.G.,NO,wardarau@example.org,727620099600,,,,12TH,2024,SCIENCE,30709630,005910633,STATE BOARD,500,352,FIRST,70.4,
518/70064,MASON PALAN,2003963275,M.Sc. (Physics - Previous),PHYSICS,20-02-2026,OSCAR KULKARNI,AISHANI NATH,RETIRED,21-08-2000,Male,ST,,"579, ARORA STREET, CHANDIGARH-612679","287, CHANDRA NAGAR, ARRAH 605931",BEMETARA,C.G.,NO,nsampath@example.com,942692378024,,,,GRADUATION,2023,SCIENCE,45686936,812743226,STATE BOARD,500,467,FIRST,93.4,
518/26663,RADHIKA AHLUWALIA,9583039714,B.Sc. (Biology),BIOLOGY,12-02-2026,PRATYUSH GOUR,BHAVINI GABA,DOCTOR,01-04-2002,Female,SC,,"30/312, D’ALIA CHOWK, ALAPPUZHA-998140","H.NO. 383, KALITA CIRCLE, MORBI-928036",DHAMTARI,C.G.,NO,pkrish@example.net,813858169607,,,,12TH,2021,SCIENCE,57403530,111353485,HEMCHAND YADAV UNIVERSITY,500,303,FIRST,60.6,
113/55322,JALSA TANDON,3945540247,B.A.,ARTS,22-01-2026,LIAM RAVAL,SAANVI RATTA,SHOPKEEPER,11-07-2006,Female,ST,,"09/020, UPPAL CHOWK, KHANDWA 971107","H.NO. 31, WAGLE ROAD, LATUR 319289",BALRAMPUR,C.G.,NO,ekanshprabhakar@example.net,731654647499,,,,12TH,2020,ARTS,08976542,246174739,HEMCHAND YADAV UNIVERSITY,500,297,SECOND,59.4,
390/36691,BHAVYA BHARGAVA,6857095875,M.Sc. (Zoology - Final),ZOOLOGY,21-02-2026,MADHAV BANIK,ADYA DATE,ELECTRICIAN,10-10-2001,Female,OBC,,"36/703, SANT CIRCLE, BOKARO 997569","H.NO. 19, DUGAL NAGAR, JAMMU 403399",GARIABAND,C.G.,YES,zaitrasaxena@example.net,318303909721,,,,GRADUATION,2020,SCIENCE,05244573,752591773,HEMCHAND YADAV UNIVERSITY,500,271,SECOND,54.2,
112/12432,ARADHANA CHOUDHRY,7508465628,B.Sc. IT (Information Technology),COMPUTER,25-01-2026,SARTHAK RAMAKRISHNAN,AISHANI SHAH,CARPENTER,23-09-2001,Female,GEN,,"H.NO. 138, DALAL PATH, MORENA-128643","148, AGATE STREET, GIRIDIH 336870",DURG,C.G.,NO,bumbosha@example.org,462829282155,,,,12TH,2024,SCIENCE,62711098,688465831,HEMCHAND YADAV UNIVERSITY,500,400,FIRST,80.0,
645/92009,KALPIT RAM,8379090116,M.Sc. (Zoology - Final),ZOOLOGY,11-03-2026,ANIRUDH DAVE,MOHINI BORA,CLERK,01-02-2003,Male,GEN,,"H.NO. 06, SARAF ZILA, KADAPA 332308","85, SHARAF PATH, LONI 416518",GARIABAND,C.G.,NO,nihal32@example.com,818550227710,,,,GRADUATION,2025,SCIENCE,86903309,424371122,CBSE,500,417,FIRST,83.4,
749/14365,MAANAS SAINI,8522613619,M.Sc. (Mathematics - Previous),MATHEMATICS,27-01-2026,MANBIR DAVE,YACHANA RADHAKRISHNAN,PLUMBER,16-06-2001,Male,ST,,"H.NO. 10, AHLUWALIA NAGAR, SAHARSA-959508","71, SUR CIRCLE, BHOPAL-169290",BALODA BAZAR,C.G.,NO,iradyal@example.org,961752574261,,,,GRADUATION,2025,SCIENCE,27950202,213333625,HEMCHAND YADAV UNIVERSITY,500,419,FIRST,83.8,
114/55306,NEELIMA PARMAR,6541215942,M.Sc. (Botany - Final),BOTANY,19-01-2026,OLIVER PRABHU,VARSHA THAMAN,STUDENT,18-08-2001,Female,SC,,"445, SUNDER CHOWK, NANDYAL-117374","44/97, BATH STREET, SIKAR-050878",DURG,C.G.,NO,varughesebarkha@example.net,595794924516,,,,GRADUATION,2024,SCIENCE,32644226,694134788,STATE BOARD,500,384,FIRST,76.8,
774/16372,AADI SARAN,7757728899,M.A. (Final),ARTS,21-02-2026,FARIS DIVAN,ALKA PATLA,NURSE,29-12-2001,Male,ST,,"441, SUNDER ROAD, HAPUR 478977","929, DHAR CIRCLE, SATARA 892919",RAJNANDGAON,C.G.,NO,yugbala@example.net,890842802809,,,,GRADUATION,2020,ARTS,35989730,659352856,STATE BOARD,500,353,FIRST,70.6,
258/87449,ABEER RAVAL,2153920290,PGDCA (Post Graduate Diploma in Computer Applications),COMPUTER,18-03-2026,YATAN VAIDYA,ANJALI BIR,TEACHER,01-10-2003,Male,OBC,,"83/65, SACHAR STREET, NAGERCOIL 703356","94/479, BATRA ZILA, PANIPAT-892630",RAIGARH,C.G.,YES,balangirish@example.com,888574700327,,,,GRADUATION,2025,ARTS,86143352,522400644,CBSE,500,202,THIRD,40.4,
469/55100,ANDREW KHARE,9776349365,M.Sc. (Physics - Final),PHYSICS,27-02-2026,JATIN REGE,ANAMIKA PILLAI,POLICE,06-01-2004,Male,GEN,,"H.NO. 109, KAPADIA CHOWK, NADIAD 827485","32, MERCHANT ROAD, BIJAPUR-244594",NARAYANPUR,C.G.,NO,sarmajai@example.net,751868324229,,,,GRADUATION,2020,SCIENCE,22097999,076528829,HEMCHAND YADAV UNIVERSITY,500,344,FIRST,68.8,
699/60039,VAISHNAVI MALL,1527813301,M.Sc. (Biotechnology - Final),-,11-03-2026,FRADO ROY,OJASVI RAJAN,DOCTOR,08-10-2000,Female,GEN,,"50, PATLA GANJ, NAGPUR 229334","41, DEEP CIRCLE, SRIKAKULAM-343280",JASHPUR,C.G.,NO,abeerzacharia@example.com,324599026654,,,,GRADUATION,2024,SCIENCE,14276430,133317811,STATE BOARD,500,459,FIRST,91.8,
231/99953,RANBIR SEKHON,6978106213,B.Sc. (Mathematics),MATHEMATICS,13-01-2026,AARUSH BASSI,BHAVNA BAKSHI,SELF EMPLOYED,14-06-2000,Male,OBC,,"967, PINGLE CHOWK, AJMER-939802","89/53, CHANDER ROAD, BURHANPUR-898463",BIJAPUR,C.G.,NO,imalhotra@example.net,694498993757,,,,12TH,2021,SCIENCE,25487523,388187405,CBSE,500,293,SECOND,58.6,
292/88527,SAMAKSH BALAY,0357391436,PGDCA (Post Graduate Diploma in Computer Applications),COMPUTER,19-03-2026,KAI CHAD,GAURIKA MURTY,RETIRED,28-11-2001,Male,ST,,"96, KHOSLA STREET, PHUSRO 714711","83/75, PILLAY GANJ, MOTIHARI 001217",KOREA,C.G.,NO,vihaanchopra@example.net,383348624034,,,,GRADUATION,2022,ARTS,74388792,180639359,STATE BOARD,500,487,FIRST,97.4,
508/30496,RAAGINI PATHAK,0801348988,M.Sc. (Chemistry - Final),CHEMISTRY,07-03-2026,VEER LALLA,SHIVANI SANE,BUSINESS,07-04-2000,Female,OBC,,"14/18, KANDA ZILA, TUMKUR-734504","H.NO. 07, CHAKRABORTY ZILA, NORTH DUMDUM 072019",BIJAPUR,C.G.,YES,vkurian@example.net,351980850014,,,,GRADUATION,2021,SCIENCE,12714856,994977637,CBSE,500,329,FIRST,65.8,
840/67920,ZAID RAY,1194186212,BCA (Bachelor of Computer Applications),COMPUTER,11-02-2026,FARAS DALAL,AACHAL PRAKASH,PLUMBER,23-05-2006,Male,ST,,"20, SONI NAGAR, KAMARHATI 022069","99, PALLA GANJ, PANCHKULA 161956",BILASPUR,C.G.,NO,jainchandran@example.net,573772856273,,,,12TH,2025,ARTS,36023408,109309478,HEMCHAND YADAV UNIVERSITY,500,243,SECOND,48.6,
869/81962,RADHIKA TELLA,2686635919,B.Lib (Bachelor of Library Science),LIBRARY SCIENCE,11-02-2026,PETER BOBAL,ARUNIMA SHETTY,CARPENTER,30-05-2001,Female,SC,,"82/513, BUTALA CIRCLE, KOLLAM 847238","H.NO. 11, KARI STREET, CHANDIGARH-665255",SUKMA,C.G.,YES,zashil20@example.net,811576888545,,,,12TH,2021,ARTS,46693823,806158100,CBSE,500,203,THIRD,40.6,
241/32151,LIPIKA SRIVASTAVA,5339111705,B.Sc. IT (Information Technology),COMPUTER,01-02-2026,BALHAAR BATTA,PAVANI MANDA,DRIVER,17-04-2007,Female,GEN,,"79, SHUKLA, NASHIK-754324","H.NO. 23, KHATRI GANJ, BARDHAMAN-200303",JASHPUR,C.G.,YES,daksh51@example.org,793691323221,,,,12TH,2020,SCIENCE,94005733,943927167,HEMCHAND YADAV UNIVERSITY,500,352,FIRST,70.4,
832/33819,MASON YADAV,8834163981,B.Sc. (Mathematics),MATHEMATICS,26-01-2026,ONKAR KANDA,JALSA CHAD,CONSULTANT,27-01-2004,Male,SC,,"72/610, MISRA CHOWK, BONGAIGAON 583175","H.NO. 61, VORA CHOWK, MIRYALAGUDA 806352",DURG,C.G.,YES,chakrabartiqabil@example.net,189725268744,,,,12TH,2021,SCIENCE,44252032,257471169,HEMCHAND YADAV UNIVERSITY,500,457,FIRST,91.4,
193/78558,ADVIK BAIL,9189416711,M.Sc. (Biotechnology - Final),-,18-01-2026,GIRISH MOHAN,YUTIKA MISRA,ELECTRICIAN,19-04-2004,Male,OBC,,"17, MAHAL GANJ, SASARAM 844571","H.NO. 94, LALA ROAD, TIRUPATI-286886",SUKMA,C.G.,YES,bathbhanumati@example.org,708456591802,,,,GRADUATION,2024,SCIENCE,11700534,265190616,HEMCHAND YADAV UNIVERSITY,500,445,FIRST,89.0,
456/96290,GABRIEL KORPAL,5044724389,PGDCA (Post Graduate Diploma in Computer Applications),COMPUTER,20-01-2026,MITESH OM,MITALI MAND,SHOPKEEPER,14-11-2004,Male,SC,,"05/97, DIN GANJ, JAMMU 141411","36, DATE CHOWK, DEWAS-667887",KORBA,C.G.,NO,sahautkarsh@example.org,831157656186,,,,GRADUATION,2021,ARTS,10761121,183110838,CBSE,500,224,THIRD,44.8,
849/74057,DAKSH PAL,4506619367,B.Com.,COMMERCE,23-02-2026,GOPAL DANI,EKANI JHAVERI,SELF EMPLOYED,18-06-2001,Male,SC,,"H.NO. 93, KATA MARG, SOUTH DUMDUM-331495","H.NO. 19, NATH NAGAR, NAVI MUMBAI 889822",RAJNANDGAON,C.G.,NO,dezashil@example.com,455857927413,,,,12TH,2024,COMMERCE,21536428,571286996,CBSE,500,316,FIRST,63.2,
526/40112,DALBIR SAGAR,4529352742,BCA (Bachelor of Computer Applications),COMPUTER,20-02-2026,CHATURA GABA,LIPIKA PANDEY,TEACHER,28-05-2006,Male,GEN,,"H.NO. 32, NAGAR ZILA, DHULE 868463","10/702, RATTI CIRCLE, SAHARSA 455117",NARAYANPUR,C.G.,NO,yashpall@example.com,939864796829,,,,12TH,2025,ARTS,57624373,212793343,HEMCHAND YADAV UNIVERSITY,500,221,THIRD,44.2,
180/22997,MANTHAN DHALIWAL,0514060483,BCA (Bachelor of Computer Applications),COMPUTER,10-01-2026,ZAYAN DADA,SANYA PANT,MECHANIC,01-02-2003,Male,GEN,,"85/000, RAJA ROAD, CUTTACK 953363","46/69, KEER ZILA, GUNTAKAL-099529",BIJAPUR,C.G.,YES,prisha80@example.com,144538491845,,,,12TH,2022,ARTS,58505356,395945965,HEMCHAND YADAV UNIVERSITY,500,450,FIRST,90.0,
391/70349,GAURIKA PRAKASH,2797464083,B.Sc. IT (Information Technology),COMPUTER,07-01-2026,JONATHAN CHAR,NANDINI GREWAL,LAWYER,25-11-2008,Female,ST,,"08/44, RAGHAVAN ROAD, NAIHATI-541654","99/94, DHAR CHOWK, ROHTAK-167874",GARIABAND,C.G.,YES,anusha64@example.org,038929963396,,,,12TH,2023,SCIENCE,19780904,302115866,STATE BOARD,500,374,FIRST,74.8,
764/31099,HIRAL DEOL,3091487957,M.Sc. (Botany - Final),BOTANY,29-01-2026,ANMOL SHANKER,BHAVYA BHASIN,NURSE,30-08-2008,Female,SC,,"67, WARRIOR STREET, REWA-044081","62, SARRAF MARG, MADANAPALLE-513228",SUKMA,C.G.,NO,hmukhopadhyay@example.net,988058638585,,,,GRADUATION,2022,SCIENCE,92763742,376799706,CBSE,500,217,THIRD,43.4,
882/32304,GAURIKA BAINS,4479684876,B.Sc. Micro Biology,BIOLOGY,06-02-2026,CHAITANYA PARMAR,EKANTA MITAL,BUSINESS,15-02-2007,Female,SC,,"928, OOMMEN ROAD, WARANGAL-164534","H.NO. 749, CHOPRA CIRCLE, HAJIPUR 269271",KOREA,C.G.,YES,ssom@example.net,618193658936,,,,12TH,2020,SCIENCE,94951831,197609538,HEMCHAND YADAV UNIVERSITY,500,209,THIRD,41.8,
907/24442,DAYAMAI CHAUDHRY,2791020709,M.Sc. (Mathematics - Previous),MATHEMATICS,11-02-2026,REHAAN GILL,ATI DEVI,NURSE,26-11-2006,Female,SC,,"H.NO. 25, SAHA NAGAR, THANJAVUR-514348","85/787, DADA MARG, MADHYAMGRAM 457988",SUKMA,C.G.,NO,adweta70@example.org,331825360216,,,,GRADUATION,2021,SCIENCE,89403256,344016806,STATE BOARD,500,414,FIRST,82.8,
150/30652,JEET SATHE,6501305268,B.Sc. Computer Science,COMPUTER,25-02-2026,GAURANG CHAKRABORTY,PAHAL BHAKTA,ARMY PERSONNEL,22-06-2000,Male,ST,,"H.NO. 054, RAJ NAGAR, RAMGARH-327427","12, BALI CHOWK, SRIKAKULAM 143527",JASHPUR,C.G.,NO,loganchaudhuri@example.com,588936983215,,,,12TH,2025,SCIENCE,66961131,639016246,HEMCHAND YADAV UNIVERSITY,500,243,SECOND,48.6,
879/48821,ADYA KRISHNAN,6364355963,B.Lib (Bachelor of Library Science),LIBRARY SCIENCE,26-02-2026,GAGAN SHETH,TRIYA KRISHNAMURTHY,ACCOUNTANT,18-08-2008,Female,GEN,,"H.NO. 83, KUMER CIRCLE, KISHANGANJ-645238","574, SANKAR CIRCLE, FARRUKHABAD 309866",RAIGARH,C.G.,NO,abajwa@example.net,212367918881,,,,12TH,2022,ARTS,94799579,561236684,CBSE,500,323,FIRST,64.6,
999/61576,SAKSHAM AURORA,9100167068,M.Sc. (Botany - Previous),BOTANY,19-03-2026,NAKSH MITRA,RADHIKA CHAWLA,LABOUR,05-06-2008,Male,ST,,"577, HORA STREET, GANDHIDHAM 929546","94/86, CHADA ROAD, REWA-941839",JASHPUR,C.G.,NO,iramutti@example.com,278257508386,,,,GRADUATION,2020,SCIENCE,72236042,462142015,CBSE,500,234,SECOND,46.8,
255/85812,ANIRUDH BHARGAVA,8806645076,B.Sc. Computer Science,COMPUTER,04-01-2026,EKAVIR VORA,AADHYA SINGHAL,ENGINEER,05-05-2008,Male,OBC,,"65, MANDER ROAD, BARDHAMAN 751008","78/726, SRIDHAR NAGAR, KOTA 361837",BASTAR,C.G.,YES,mannvidhi@example.net,974551880548,,,,12TH,2023,SCIENCE,08506784,319301895,CBSE,500,297,SECOND,59.4,
425/37910,MEERA SHERE,1544332213,M.Com. (Final),COMMERCE,18-01-2026,LIAM DHALIWAL,ADYA RAGHAVAN,NURSE,14-02-2001,Female,ST,,"17, BARAD ROAD, NORTH DUMDUM-501134","30, BAKSHI MARG, RAEBARELI-114455",DURG,C.G.,NO,benjamin50@example.org,652790379894,,,,GRADUATION,2021,COMMERCE,59377951,900452138,STATE BOARD,500,257,SECOND,51.4,
167/87716,LEENA TIWARI,2151704814,B.Sc. Electronics,-,28-02-2026,CHARAN MANN,BHANUMATI GOLA,NURSE,15-12-2001,Female,GEN,,"H.NO. 509, CHOUDHURY ZILA, AJMER-951870","60, LUTHRA ROAD, ALWAR 912324",BILASPUR,C.G.,YES,chadodika@example.org,813043059719,,,,12TH,2022,SCIENCE,41447019,913558539,HEMCHAND YADAV UNIVERSITY,500,407,FIRST,81.4,
686/44339,DAVID KARI,7830994379,M.A. (Final),ARTS,12-01-2026,VIHAAN SONI,UNNATI DESHPANDE,POLICE,03-04-2007,Male,GEN,,"961, TOOR MARG, RAJPUR SONARPUR 290344","89/765, PATLA MARG, TIRUNELVELI-738913",RAIGARH,C.G.,YES,sai04@example.net,294816599119,,,,GRADUATION,2025,ARTS,61189658,731237220,STATE BOARD,500,457,FIRST,91.4,
459/14558,EKALINGA GADE,8494609766,M.Sc. (Physics - Previous),PHYSICS,26-02-2026,WARINDER SEN,VARSHA PERI,FARMER,08-06-2007,Male,GEN,,"H.NO. 466, GOLLA ZILA, SHIMOGA-913050","H.NO. 085, GANDHI STREET, ETAWAH 845671",RAJNANDGAON,C.G.,YES,pushti19@example.com,679012176628,,,,GRADUATION,2023,SCIENCE,28508757,920396910,HEMCHAND YADAV UNIVERSITY,500,484,FIRST,96.8,
229/72072,LIBNI BORAH,2556228000,M.Com. (Previous),COMMERCE,05-02-2026,YUG HAYRE,FORUM YOHANNAN,ARTIST,09-05-2004,Female,SC,,"90/50, KAUR CHOWK, MUNGER 748835","70/187, KALA ZILA, TIRUNELVELI 478102",NARAYANPUR,C.G.,NO,nidhi21@example.org,912913382645,,,,GRADUATION,2025,COMMERCE,79465562,083229168,STATE BOARD,500,480,FIRST,96.0,
523/61168,MEERA BANIK,3172203897,M.Sc. (Zoology - Final),ZOOLOGY,14-02-2026,RACHIT BASAK,CHAITALY RAO,RETIRED,21-05-2004,Female,SC,,"74, BUTALA, BOKARO 051217","42, NATT MARG, NASHIK-156543",JASHPUR,C.G.,NO,grewaladya@example.org,099456285166,,,,GRADUATION,2020,SCIENCE,27638339,174574474,CBSE,500,340,FIRST,68.0,
445/17980,ARUNIMA SHAH,9626631488,B.Sc. Micro Biology,BIOLOGY,09-01-2026,SATHVIK KRISHNAMURTHY,BHAVIKA DEOL,CLERK,21-03-2008,Female,OBC,,"71/866, DUBE ZILA, SINGRAULI-726240","710, NAGI ZILA, DARBHANGA 756272",BEMETARA,C.G.,NO,sharafyash@example.net,228731685500,,,,12TH,2023,SCIENCE,74347650,264326934,STATE BOARD,500,423,FIRST,84.6,
358/96202,WARHI NAIK,7418805310,B.Lib (Bachelor of Library Science),LIBRARY SCIENCE,04-03-2026,UDANT TAK,LEENA SRINIVASAN,NURSE,13-07-2008,Female,OBC,,"H.NO. 187, LUTHRA NAGAR, HOWRAH 205917","90, BHARDWAJ, BHALSWA JAHANGIR PUR-682617",SURGUJA,C.G.,YES,ishaannanda@example.net,262770923654,,,,12TH,2021,ARTS,77808750,468965396,CBSE,500,277,SECOND,55.4,
707/29748,WAHAB CHANDRA,7187175309,M.Sc. (Chemistry - Previous),CHEMISTRY,02-02-2026,GEORGE DATE,OSHA BHATIA,TEACHER,16-12-2005,Male,GEN,,"H.NO. 64, BUCH PATH, LATUR 360632","69/98, BADAL MARG, MADANAPALLE-216982",MAHASAMUND,C.G.,YES,anjalisoni@example.net,820057019766,,,,GRADUATION,2025,SCIENCE,59443910,073542517,STATE BOARD,500,229,SECOND,45.8,
984/30536,YASH NIGAM,2865846314,M.Sc. (Botany - Previous),BOTANY,25-02-2026,NACHIKET KURIAN,NIMRAT BHAVSAR,DRIVER,24-08-2007,Male,SC,,"H.NO. 458, ZACHARIA CIRCLE, ALAPPUZHA 405661","H.NO. 482, DOCTOR CIRCLE, SIWAN 259656",BALOD,C.G.,NO,hsinghal@example.net,868414785579,,,,GRADUATION,2025,SCIENCE,65693261,675687220,CBSE,500,312,FIRST,62.4,
636/63685,NIHAL BADAL,4014312460,M.Sc. (Computer Science - Previous),COMPUTER,06-02-2026,BRIJESH SURESH,ARYA PATEL,LAWYER,17-12-2001,Male,SC,,"H.NO. 24, ZACHARIA STREET, DHARMAVARAM 879131","64, SUR ZILA, ICHALKARANJI 583781",BALRAMPUR,C.G.,NO,dchopra@example.org,441235477156,,,,GRADUATION,2022,SCIENCE,00205510,823757937,HEMCHAND YADAV UNIVERSITY,500,490,FIRST,98.0,
144/81540,ADVAITH BASSI,2971794535,M.Com. (Previous),COMMERCE,13-02-2026,HRITIK PALL,SAANVI BEDI,TEACHER,03-02-2008,Male,OBC,,"367, KANNAN ZILA, TIRUNELVELI 339001","H.NO. 946, GREWAL ROAD, JALGAON 192336",RAIPUR,C.G.,YES,ipatla@example.org,300046386403,,,,GRADUATION,2025,COMMERCE,85287101,564200159,CBSE,500,445,FIRST,89.0,
918/80906,UPKAAR AGRAWAL,3606167334,M.Sc. (Physics - Previous),PHYSICS,18-03-2026,EKANSH SARAF,TRIVENI CONTRACTOR,MECHANIC,21-03-2001,Male,SC,,"28/85, CHANA GANJ, NASHIK 308563","71/238, CHOUDHRY STREET, ULUBERIA-134731",MAHASAMUND,C.G.,NO,isharaf@example.com,831167539484,,,,GRADUATION,2021,SCIENCE,46980484,440569236,STATE BOARD,500,224,THIRD,44.8,
156/84370,ONVEER DAVE,5839326248,B.Com.,COMMERCE,19-03-2026,EKBAL TANDON,RIDHI OM,CONSULTANT,21-12-2004,Male,OBC,,"50, TANEJA MARG, NAGPUR 245123","540, NAGARAJAN ZILA, MATHURA 528664",GARIABAND,C.G.,YES,gnadig@example.net,594384637481,,,,12TH,2022,COMMERCE,85648265,044719909,HEMCHAND YADAV UNIVERSITY,500,230,SECOND,46.0,
502/21554,LAJITA SHETTY,9276369687,BBA (Bachelor of Business Administration),MANAGEMENT,19-02-2026,TANAY RAJA,LIBNI ISSAC,ARTIST,24-09-2001,Female,SC,,"88/253, KEER NAGAR, AMBATTUR 298254","H.NO. 15, RAMESH MARG, PANCHKULA 513605",KONDAGAON,C.G.,YES,sahnihritik@example.org,268309763060,,,,12TH,2024,ARTS,00632770,558623060,CBSE,500,450,FIRST,90.0,
420/76308,RACHIT KAPADIA,4861022095,M.Sc. (Mathematics - Final),MATHEMATICS,05-01-2026,YUG DAR,YAUVANI DAR,RETIRED,07-08-2008,Male,ST,,"93, NAGAR PATH, HYDERABAD-445980","12/112, MADAN PATH, NORTH DUMDUM-835404",RAIPUR,C.G.,NO,issactanveer@example.net,701411307648,,,,GRADUATION,2021,SCIENCE,90528425,451643254,CBSE,500,349,FIRST,69.8,
851/83896,ISHANVI HANDA,0418938467,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,29-01-2026,MASON SETHI,VANSHA DHAR,PLUMBER,09-10-2002,Female,ST,,"H.NO. 517, OAK PATH, MALEGAON 142366","H.NO. 93, SUNDER MARG, SIWAN 451082",SURGUJA,C.G.,YES,zsandhu@example.net,843346587312,,,,12TH,2021,ARTS,52405509,328504567,HEMCHAND YADAV UNIVERSITY,500,458,FIRST,91.6,
928/71629,MEGHANA KALE,2331021266,M.Sc. (Zoology - Final),ZOOLOGY,08-03-2026,CHRISTOPHER DARA,LIPIKA MANDER,DRIVER,21-08-2006,Female,ST,,"546, PINGLE STREET, DHARMAVARAM-397221","72/663, BHATT GANJ, ORAI 592486",MAHASAMUND,C.G.,NO,chaitanyachakraborty@example.net,699416343667,,,,GRADUATION,2021,SCIENCE,96757597,347793143,STATE BOARD,500,214,THIRD,42.8,
646/59955,DAKSHESH GANGULY,5330673229,M.Sc. (Mathematics - Previous),MATHEMATICS,02-02-2026,GAGAN KONDA,VASUDHA BAHL,ELECTRICIAN,30-12-2002,Male,GEN,,"16/553, NAIK ZILA, BHUSAWAL 571973","089, SHETH STREET, GAYA-697624",KORBA,C.G.,NO,groverpranit@example.com,525051579376,,,,GRADUATION,2020,SCIENCE,67659228,556064571,CBSE,500,280,SECOND,56.0,
281/36984,MANTHAN RAY,5845298028,M.Sc. (Botany - Final),BOTANY,08-01-2026,CHATRESH SETH,JASMIT SHANKAR,BUSINESS,25-01-2007,Male,ST,,"19/138, AMBLE CHOWK, DAVANAGERE-368376","H.NO. 119, BORA, NANGLOI JAT-305448",DHAMTARI,C.G.,YES,dhillonrohan@example.net,863072231885,,,,GRADUATION,2025,SCIENCE,60898882,050817313,HEMCHAND YADAV UNIVERSITY,500,400,FIRST,80.0,
493/55179,NISHA DESAI,8708301372,M.Sc. (Botany - Final),BOTANY,19-03-2026,UTKARSH COMAR,QUSHI TAILOR,PLUMBER,06-01-2003,Female,GEN,,"H.NO. 502, KULKARNI CHOWK, MIRA-BHAYANDAR-260373","42, RAMAN PATH, VIJAYAWADA-914003",KORBA,C.G.,YES,chaman55@example.net,770023017485,,,,GRADUATION,2023,SCIENCE,12107240,834385330,STATE BOARD,500,281,SECOND,56.2,
517/37675,DOMINIC THAKKAR,0877320295,B.Sc. Micro Biology,BIOLOGY,25-01-2026,OM GOKHALE,BRINDA JAGGI,POLICE,07-11-2002,Male,OBC,,"H.NO. 328, VALA CIRCLE, SALEM 752943","H.NO. 89, CHAUDHRY GANJ, MAHBUBNAGAR 562344",BALODA BAZAR,C.G.,NO,krisha50@example.org,454127959874,,,,12TH,2023,SCIENCE,87256459,309443766,CBSE,500,377,FIRST,75.4,
517/50484,DAYAMAI RAJA,8485122175,M.Sc. (Botany - Final),BOTANY,17-03-2026,AYAAN VIRK,UPMA GODA,DRIVER,17-03-2007,Female,SC,,"82/98, SALVI, MEERUT 115743","83/447, SARKAR CIRCLE, NAIHATI 960080",BEMETARA,C.G.,YES,frado74@example.net,074153811990,,,,GRADUATION,2025,SCIENCE,79935247,204805423,CBSE,500,481,FIRST,96.2,
598/59118,AAYUSH BASU,4058693450,M.Sc. (Chemistry - Previous),CHEMISTRY,31-01-2026,LUKE AGRAWAL,SNEHA RANGANATHAN,MECHANIC,07-07-2005,Male,GEN,,"40/47, BAHL ROAD, AHMEDABAD 871968","13, DEY MARG, NANGLOI JAT 943555",GARIABAND,C.G.,YES,shanvasudha@example.com,601236635257,,,,GRADUATION,2021,SCIENCE,53412230,991153878,HEMCHAND YADAV UNIVERSITY,500,420,FIRST,84.0,
644/98007,ISHANVI HEGDE,0328253153,B.Com.,COMMERCE,22-02-2026,PETER SANGHVI,YASTI BOBAL,PLUMBER,19-09-2003,Female,GEN,,"H.NO. 693, SHANKER NAGAR, TIRUPATI 498157","96/661, WAGLE GANJ, LUDHIANA-088231",DHAMTARI,C.G.,NO,gagan80@example.org,846385384099,,,,12TH,2021,COMMERCE,94174941,873496726,CBSE,500,298,SECOND,59.6,
334/56164,IRYA SAMA,5722016054,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,09-03-2026,ISAAC HANS,QUSHI DUGAR,BUSINESS,24-04-2008,Female,SC,,"H.NO. 23, PINGLE, CHINSURAH-283920","H.NO. 026, SURESH CIRCLE, JHANSI 912209",JANJGIR-CHAMPA,C.G.,NO,ravalurmi@example.net,120027080166,,,,12TH,2021,ARTS,94628826,520925152,CBSE,500,284,SECOND,56.8,
